filename	state	group	fac1	fac2	fac3	fac4
t002382	pb	pb	10	9	4	4
t002383	pb	pb	15	1	3	1
t002384	pb	pb	11	2	5	0
t002385	pe	pe	10	12	5	6
t002386	pe	pe	11	12	5	2
t002387	pe	pe	26	20	7	2
t002388	pe	pe	16	5	3	2
t002389	pe	pe	7	12	2	5
t002390	pe	pe	3	8	-1	1
t002391	pe	pe	15	2	4	2
t002392	pe	pe	21	3	4	1
t002393	pe	pe	29	3	5	0
t002394	pe	pe	27	18	3	1
t002395	pe	pe	29	8	3	-2
t002396	pe	pe	38	14	13	10
t002397	pe	pe	8	6	0	0
t002398	pe	pe	9	9	3	0
t002399	pe	pe	11	5	5	1
t002400	pe	pe	30	7	5	-1
t002401	pe	pe	28	3	5	2
t002402	pe	pe	13	1	0	1
t002403	pe	pe	16	4	2	1
t002404	pe	pe	23	1	5	1
t002405	pe	pe	8	0	0	0
t002406	pe	pe	42	4	2	3
t002407	pe	pe	4	1	1	0
t002408	pe	pe	34	-2	14	-1
t002409	pe	pe	11	1	-1	1
t002410	pe	pe	33	8	11	1
t002411	pe	pe	9	0	4	1
t002412	pe	pe	15	-1	1	0
t002413	pe	pe	36	6	10	4
t002414	pe	pe	13	0	2	0
t002415	pe	pe	11	2	1	1
t002416	pe	pe	17	11	6	3
t002417	pe	pe	15	4	5	0
t002418	pe	pe	7	1	3	1
t002419	pe	pe	16	0	6	1
t002420	pe	pe	27	6	2	1
t002421	pe	pe	12	1	0	1
t002422	pe	pe	8	1	3	1
t002423	pe	pe	26	4	2	1
t002424	pe	pe	26	3	6	2
t002425	pe	pe	10	0	7	0
t002426	pe	pe	4	0	3	0
t002427	pe	pe	19	1	4	2
t002428	pe	pe	27	3	4	0
t002429	pe	pe	11	0	3	0
t002430	pe	pe	15	2	3	0
t002431	pe	pe	46	3	8	-3
t002432	pe	pe	12	1	8	-4
t002433	pe	pe	11	0	3	-2
t002434	pe	pe	12	1	5	-4
t002435	pe	pe	5	1	3	-2
t002436	pe	pe	14	1	4	-1
t002437	pe	pe	32	3	9	-5
t002438	pe	pe	25	2	5	-3
t002439	pe	pe	13	1	1	0
t002440	pe	pe	8	1	2	0
t002441	pe	pe	14	-1	0	-4
t002442	pe	pe	5	1	4	-2
t002443	pe	pe	18	2	2	-2
t002444	pe	pe	19	7	2	2
t002445	pe	pe	12	0	3	0
t002446	pe	pe	21	2	5	0
t002447	pe	pe	10	0	7	0
t002448	pe	pe	12	1	3	0
t002449	pe	pe	26	6	1	3
t002450	pe	pe	11	0	1	1
t002451	pe	pe	30	6	2	0
t002452	pe	pe	10	2	6	1
t002453	pe	pe	16	2	0	4
t002454	pe	pe	11	1	0	0
t002455	pe	pe	35	9	2	10
t002456	pe	pe	16	8	2	4
t002457	pe	pe	31	7	3	3
t002458	pe	pe	7	0	1	1
t002459	pe	pe	26	7	2	6
t002460	pe	pe	4	2	1	4
t002461	pe	pe	15	5	2	4
t002462	pe	pe	8	1	4	2
t002463	pe	pe	12	3	1	4
t002464	pe	pe	8	10	2	1
t002465	pe	pe	8	15	4	2
t002466	pe	pe	13	18	6	1
t002467	pe	pe	20	9	3	2
t002468	pe	pe	7	12	2	5
t002469	pe	pe	3	8	-1	1
t002470	pe	pe	14	2	4	2
t002471	pe	pe	21	3	4	1
t002472	pe	pe	29	3	5	0
t002473	pe	pe	28	18	3	1
t002474	pe	pe	29	9	3	-2
t002475	pe	pe	37	14	13	10
t002476	pe	pe	19	14	1	2
t002477	pe	pe	18	18	6	2
t002478	pe	pe	26	3	4	5
t002479	pe	pe	15	4	1	1
t002480	pe	pe	22	1	1	0
t002481	pe	pe	18	10	4	0
t002482	pe	pe	13	16	1	1
t002483	pe	pe	9	4	0	0
t002484	pe	pe	15	22	3	-1
t002485	pe	pe	22	14	0	2
t002486	pe	pe	27	11	3	2
t002487	pe	pe	5	5	0	0
t002488	pe	pe	33	18	10	4
t002489	pe	pe	11	7	2	-1
t002490	pe	pe	9	12	3	0
t002491	pe	pe	15	10	0	1
t002492	pe	pe	24	24	4	0
t002493	pe	pe	2	6	0	0
t002494	pe	pe	11	8	0	0
t002495	pe	pe	46	6	8	5
t002496	pe	pe	14	2	0	2
t002497	pe	pe	27	3	2	4
t002498	pe	pe	35	0	5	-1
t002499	pe	pe	3	2	0	1
t002500	pe	pe	15	1	0	1
t002501	pe	pe	37	8	4	0
t002502	pe	pe	10	0	1	0
t002503	pe	pe	43	5	3	0
t002504	pe	pe	8	0	0	0
t002505	pe	pe	8	4	1	1
t002506	pe	pe	26	2	2	1
t002507	pe	pe	16	4	0	0
t002508	pe	pe	28	4	3	2
t002509	pe	pe	17	1	3	0
t002510	pe	pe	20	3	2	0
t002511	pe	pe	20	3	4	3
t002512	pe	pe	21	4	1	9
t002513	pe	pe	9	1	0	4
t002514	pe	pe	10	12	5	6
t002515	pe	pe	11	12	5	2
t002516	pe	pe	26	20	7	2
t002517	pe	pe	16	5	3	2
t002518	pe	pe	7	12	2	5
t002519	pe	pe	3	8	-1	1
t002520	pe	pe	15	2	4	2
t002521	pe	pe	21	3	4	1
t002522	pe	pe	29	3	5	0
t002523	pe	pe	27	18	3	1
t002524	pe	pe	29	8	3	-2
t002525	pe	pe	38	14	13	10
t002526	pe	pe	4	6	6	0
t002527	pe	pe	3	12	10	2
t002528	pe	pe	6	4	18	3
t002529	pe	pe	10	4	16	4
t002530	pe	pe	3	3	14	1
t002531	pe	pe	11	8	12	0
t002532	pe	pe	10	6	15	0
t002533	pe	pe	5	0	10	1
t002534	pe	pe	15	3	22	0
t002535	pe	pe	3	7	10	0
t002536	pe	pe	7	1	12	0
t002537	pe	pe	2	0	13	1
t002538	pe	pe	2	-1	19	1
t002539	pe	pe	4	-2	21	0
t002540	pe	pe	4	0	15	3
t002541	pe	pe	1	-2	16	1
t002542	pe	pe	7	0	6	-1
t002543	pi	pi	3	7	1	2
t002544	pi	pi	23	1	7	0
t002545	pi	pi	21	5	6	1
t002546	pi	pi	22	11	2	2
t002547	pi	pi	15	1	0	0
t002548	pi	pi	8	2	1	1
t002549	pi	pi	14	1	6	0
t002550	pi	pi	11	1	7	0
t002551	pi	pi	29	4	16	6
t002552	pi	pi	22	3	7	0
t002553	pi	pi	28	1	3	6
t002554	pi	pi	16	6	1	1
t002555	pi	pi	15	3	2	2
t002556	pi	pi	15	2	1	2
t002557	pi	pi	13	1	0	0
t002558	pi	pi	20	1	7	7
t002559	pi	pi	16	3	2	4
t002560	pi	pi	10	0	5	1
t002561	pi	pi	10	-1	2	1
t002562	pi	pi	12	0	1	1
t002563	pi	pi	36	13	4	5
t002564	pi	pi	19	7	6	2
t002565	pi	pi	19	4	3	0
t002566	pi	pi	27	5	1	2
t002567	pi	pi	18	7	5	2
t002568	pi	pi	10	7	2	0
t002569	pi	pi	45	2	10	-4
t002570	pi	pi	42	11	7	2
t002571	pi	pi	12	1	2	0
t002572	pi	pi	9	2	3	1
t002573	pi	pi	16	0	3	0
t002574	pi	pi	14	7	1	2
t002575	pi	pi	32	13	2	2
t002576	pi	pi	14	2	0	4
t002577	pi	pi	46	5	4	4
t002578	pi	pi	22	4	3	6
t002579	pi	pi	10	5	3	3
t002580	pi	pi	8	0	1	2
t002581	pi	pi	3	0	2	3
t002582	pi	pi	28	10	2	11
t002583	pi	pi	15	3	3	3
t002584	pi	pi	3	2	0	3
t002585	pi	pi	11	7	2	4
t002586	pi	pi	5	15	1	1
t002587	pi	pi	21	24	8	1
t002588	pi	pi	29	45	2	6
t002589	pi	pi	33	28	7	7
t002590	pi	pi	16	12	3	-2
t002591	pi	pi	32	40	10	5
t002592	pi	pi	19	12	3	-2
t002593	pi	pi	22	22	11	12
t002594	pi	pi	39	19	4	2
t002595	pi	pi	58	2	15	3
t002596	pi	pi	58	26	7	-3
t002597	pi	pi	62	26	12	1
t002598	pi	pi	31	17	11	4
t002599	pi	pi	57	33	18	18
t002600	pi	pi	29	10	4	2
t002601	pi	pi	36	20	3	3
t002602	pi	pi	24	7	0	0
t002603	pi	pi	30	2	2	1
t002604	pi	pi	21	7	2	2
t002605	pi	pi	11	6	0	0
t002606	pi	pi	37	11	6	1
t002607	pi	pi	31	31	7	2
t002608	pi	pi	38	30	5	2
t002609	pi	pi	56	29	1	3
t002610	pi	pi	36	15	9	0
t002611	pi	pi	51	6	8	1
t002612	pi	pi	66	8	7	6
t002613	pi	pi	24	9	2	6
t002614	pi	pi	16	4	1	6
t002615	pi	pi	22	11	1	1
t002616	pi	pi	38	1	7	3
t002617	pi	pi	35	9	8	4
t002618	pi	pi	20	4	2	2
t002619	pi	pi	21	4	4	2
t002620	pi	pi	25	7	3	1
t002621	pi	pi	53	12	4	6
t002622	pi	pi	14	1	0	1
t002623	pi	pi	42	6	6	-2
t002624	pi	pi	60	18	15	3
t002625	pi	pi	41	9	7	2
t002626	pi	pi	37	3	3	-1
t002627	pi	pi	62	10	14	-1
t002628	pi	pi	26	7	6	0
t002629	pi	pi	33	7	8	2
t002630	pi	pi	28	3	0	0
t002631	pi	pi	29	4	6	1
t002632	pi	pi	20	3	3	1
t002633	pi	pi	22	1	1	-1
t002634	pi	pi	18	1	1	1
t002635	pi	pi	32	19	1	2
t002636	pi	pi	46	11	5	7
t002637	pi	pi	6	0	2	0
t002638	pi	pi	26	8	3	1
t002639	pi	pi	25	7	2	6
t002640	pi	pi	50	9	7	7
t002641	pi	pi	27	9	2	2
t002642	pi	pi	48	14	12	11
t002643	pi	pi	39	4	6	4
t002644	pi	pi	30	4	0	7
t002645	pi	pi	24	7	2	0
t002646	pi	pi	4	7	6	3
t002647	pi	pi	8	10	12	4
t002648	pi	pi	2	9	8	0
t002649	pi	pi	5	1	23	1
t002650	pi	pi	17	14	12	6
t002651	pi	pi	11	14	29	6
t002652	pi	pi	20	5	14	0
t002653	pi	pi	8	14	3	3
t002654	pi	pi	18	22	7	4
t002655	pi	pi	13	19	3	1
t002656	pi	pi	22	15	8	13
t002657	pi	pi	16	8	8	8
t002658	pi	pi	14	7	0	0
t002659	pi	pi	19	4	5	2
t002660	pi	pi	24	7	2	0
t002661	pi	pi	8	4	0	1
t002662	pi	pi	17	4	1	0
t002663	pi	pi	13	6	5	0
t002664	pi	pi	21	4	7	5
t002665	pi	pi	22	9	4	4
t002666	pi	pi	26	13	6	8
t002667	pi	pi	4	3	3	1
t002668	pi	pi	11	8	2	2
t002669	pi	pi	10	2	1	0
t002670	pr	pr	19	23	11	4
t002671	pr	pr	39	1	20	5
t002672	pr	pr	53	10	11	2
t002673	pr	pr	81	25	15	8
t002674	pr	pr	76	7	32	13
t002675	pr	pr	25	29	5	11
t002676	pr	pr	67	6	15	7
t002677	pr	pr	64	18	14	11
t002678	pr	pr	9	0	1	4
t002679	pr	pr	58	13	3	2
t002680	pr	pr	57	1	10	4
t002681	pr	pr	46	12	10	2
t002682	pr	pr	21	21	3	1
t002683	pr	pr	39	39	6	5
t002684	pr	pr	54	41	10	5
t002685	pr	pr	11	8	6	3
t002686	pr	pr	20	17	5	2
t002687	pr	pr	23	11	9	1
t002688	pr	pr	20	7	6	0
t002689	pr	pr	38	10	4	1
t002690	pr	pr	25	5	3	-4
t002691	pr	pr	36	8	2	2
t002692	pr	pr	39	18	8	-3
t002693	pr	pr	17	8	2	3
t002694	pr	pr	56	20	12	4
t002695	pr	pr	7	9	2	3
t002696	pr	pr	16	19	1	0
t002697	pr	pr	18	18	5	10
t002698	pr	pr	26	11	3	2
t002699	pr	pr	17	11	3	6
t002700	pr	pr	27	17	10	11
t002701	pr	pr	19	26	3	5
t002702	pr	pr	26	11	2	1
t002703	pr	pr	31	1	1	-1
t002704	pr	pr	23	7	4	1
t002705	pr	pr	56	7	4	0
t002706	pr	pr	36	5	3	1
t002707	pr	pr	48	6	8	5
t002708	pr	pr	50	7	5	4
t002709	pr	pr	26	0	5	1
t002710	pr	pr	7	2	8	2
t002711	pr	pr	9	1	3	-1
t002712	pr	pr	11	-1	6	1
t002713	pr	pr	19	-2	5	-1
t002714	pr	pr	56	2	15	3
t002715	pr	pr	31	-1	8	1
t002716	pr	pr	28	8	3	2
t002717	pr	pr	44	3	8	4
t002718	pr	pr	26	3	3	4
t002719	pr	pr	29	1	2	4
t002720	pr	pr	29	4	0	2
t002721	pr	pr	40	6	3	4
t002722	pr	pr	33	2	12	5
t002723	pr	pr	30	3	2	1
t002724	pr	pr	24	3	1	1
t002725	pr	pr	32	4	5	0
t002726	pr	pr	27	5	5	4
t002727	pr	pr	65	4	13	0
t002728	pr	pr	35	4	0	0
t002729	pr	pr	39	0	2	3
t002730	pr	pr	18	-1	1	0
t002731	pr	pr	97	10	16	4
t002732	pr	pr	81	1	14	2
t002733	pr	pr	39	-2	7	2
t002734	pr	pr	49	-2	8	3
t002735	pr	pr	24	-1	1	0
t002736	pr	pr	40	1	6	0
t002737	pr	pr	15	2	3	0
t002738	pr	pr	57	5	19	8
t002739	pr	pr	51	-2	9	1
t002740	pr	pr	35	8	5	0
t002741	pr	pr	45	-2	4	-1
t002742	pr	pr	98	2	20	-2
t002743	pr	pr	55	3	4	1
t002744	pr	pr	61	5	7	0
t002745	pr	pr	16	5	1	1
t002746	pr	pr	17	3	3	-2
t002747	pr	pr	36	16	1	1
t002748	pr	pr	47	5	4	-1
t002749	pr	pr	37	2	13	-1
t002750	pr	pr	53	6	14	3
t002751	pr	pr	57	5	12	0
t002752	pr	pr	30	4	4	2
t002753	pr	pr	27	9	2	1
t002754	pr	pr	42	4	5	1
t002755	pr	pr	26	5	1	-1
t002756	pr	pr	23	3	1	1
t002757	pr	pr	20	2	0	0
t002758	pr	pr	24	3	2	2
t002759	pr	pr	48	4	7	0
t002760	pr	pr	59	8	11	8
t002761	pr	pr	27	1	8	1
t002762	pr	pr	20	1	2	0
t002763	pr	pr	23	3	10	2
t002764	pr	pr	38	3	11	0
t002765	pr	pr	34	7	4	0
t002766	pr	pr	39	3	4	1
t002767	pr	pr	26	0	5	1
t002768	pr	pr	59	10	6	2
t002769	pr	pr	103	12	11	-2
t002770	pr	pr	57	17	11	8
t002771	pr	pr	44	7	7	5
t002772	pr	pr	53	13	6	5
t002773	pr	pr	28	1	2	0
t002774	pr	pr	42	4	2	5
t002775	pr	pr	45	6	9	2
t002776	pr	pr	24	5	4	3
t002777	pr	pr	47	7	3	6
t002778	pr	pr	45	8	8	12
t002779	pr	pr	54	6	5	2
t002780	pr	pr	30	4	2	0
t002781	pr	pr	28	4	1	3
t002782	pr	pr	28	6	2	9
t002783	pr	pr	21	0	1	3
t002784	pr	pr	26	12	0	1
t002785	pr	pr	50	8	2	7
t002786	pr	pr	60	11	4	14
t002787	pr	pr	53	-1	7	0
t002788	pr	pr	98	16	12	3
t002789	pr	pr	13	22	2	0
t002790	pr	pr	22	16	3	-1
t002791	pr	pr	61	10	20	1
t002792	pr	pr	51	21	5	-2
t002793	pr	pr	46	13	3	7
t002794	pr	pr	11	2	-1	-1
t002795	pr	pr	28	5	1	2
t002796	pr	pr	48	6	1	2
t002797	pr	pr	40	6	-1	2
t002798	pr	pr	27	3	2	-2
t002799	pr	pr	21	6	-1	0
t002800	pr	pr	19	2	-1	-1
t002801	pr	pr	37	9	-1	0
t002802	pr	pr	48	10	3	-6
t002803	pr	pr	13	3	-1	0
t002804	pr	pr	45	10	1	4
t002805	pr	pr	47	7	2	4
t002806	pr	pr	43	4	2	0
t002807	pr	pr	13	2	1	-4
t002808	pr	pr	18	5	-1	2
t002809	pr	pr	35	8	2	4
t002810	pr	pr	44	10	0	6
t002811	pr	pr	39	10	1	2
t002812	pr	pr	27	4	4	-3
t002813	pr	pr	20	19	4	2
t002814	pr	pr	23	26	4	3
t002815	pr	pr	24	22	4	4
t002816	pr	pr	12	7	3	3
t002817	pr	pr	3	11	2	1
t002818	pr	pr	39	16	5	5
t002819	pr	pr	28	28	2	2
t002820	pr	pr	29	30	4	0
t002821	pr	pr	29	10	2	0
t002822	pr	pr	37	18	8	-1
t002823	pr	pr	19	24	19	2
t002824	pr	pr	10	7	10	6
t002825	pr	pr	12	5	20	2
t002826	pr	pr	7	4	12	0
t002827	pr	pr	7	4	12	0
t002828	pr	pr	4	2	9	2
t002829	pr	pr	20	1	37	1
t002830	pr	pr	18	4	18	-1
t002831	pr	pr	1	14	3	2
t002832	pr	pr	19	16	5	3
t002833	pr	pr	9	17	8	1
t002834	pr	pr	12	17	7	1
t002835	pr	pr	29	14	3	3
t002836	pr	pr	7	10	4	3
t002837	pr	pr	19	10	1	5
t002838	pr	pr	14	13	3	11
t002839	pr	pr	10	14	5	7
t002840	pr	pr	20	14	13	1
t002841	pr	pr	32	13	10	0
t002842	pr	pr	18	1	4	1
t002843	pr	pr	11	17	4	-1
t002844	pr	pr	29	7	2	1
t002845	pr	pr	31	3	4	0
t002846	pr	pr	18	0	0	0
t002847	pr	pr	20	2	3	1
t002848	rj	rj	31	3	8	3
t002849	rj	rj	34	3	9	0
t002850	rj	rj	20	5	2	2
t002851	rj	rj	13	1	4	1
t002852	rj	rj	26	3	2	2
t002853	rj	rj	28	3	5	6
t002854	rj	rj	21	2	4	5
t002855	rj	rj	40	13	12	10
t002856	rj	rj	37	2	2	3
t002857	rj	rj	24	14	0	9
t002858	rj	rj	21	5	5	10
t002859	rj	rj	15	5	5	5
t002860	rj	rj	7	5	1	3
t002861	rj	rj	11	10	5	4
t002862	rj	rj	21	10	19	5
t002863	rj	rj	15	11	6	3
t002864	rj	rj	25	8	14	4
t002865	rj	rj	15	3	1	0
t002866	rj	rj	26	4	11	0
t002867	rj	rj	24	5	8	4
t002868	rj	rj	25	3	5	6
t002869	rj	rj	11	0	4	2
t002870	rj	rj	21	1	10	5
t002871	rj	rj	22	6	2	2
t002872	rj	rj	20	0	2	2
t002873	rj	rj	23	0	3	2
t002874	rj	rj	44	4	9	0
t002875	rj	rj	27	10	8	2
t002876	rj	rj	27	2	3	-1
t002877	rj	rj	25	-1	2	-1
t002878	rj	rj	22	1	4	-3
t002879	rj	rj	3	24	3	2
t002880	rj	rj	9	11	1	3
t002881	rj	rj	4	13	3	4
t002882	rj	rj	22	17	3	3
t002883	rj	rj	11	6	1	4
t002884	rj	rj	10	5	1	2
t002885	rj	rj	26	5	3	-1
t002886	rj	rj	19	4	2	2
t002887	rj	rj	20	11	2	0
t002888	rj	rj	38	12	6	2
t002889	rj	rj	32	13	7	0
t002890	rj	rj	33	11	5	5
t002891	rj	rj	10	5	1	2
t002892	rj	rj	7	0	8	0
t002893	rj	rj	7	0	19	0
t002894	rj	rj	12	-1	27	1
t002895	rj	rj	2	-1	20	2
t002896	rj	rj	9	1	15	0
t002897	rj	rj	4	1	15	1
t002898	rj	rj	6	-2	19	2
t002899	rj	rj	5	2	24	0
t002900	rj	rj	5	0	26	2
t002901	rj	rj	15	1	30	2
t002902	rj	rj	6	0	18	3
t002903	rj	rj	6	3	8	1
t002904	rj	rj	10	2	13	1
t002905	rj	rj	4	1	12	1
t002906	rj	rj	5	1	15	3
t002907	rj	rj	6	-1	28	0
t002908	rj	rj	6	1	21	0
t002909	rj	rj	2	-1	14	0
t002910	rj	rj	3	0	12	0
t002911	rj	rj	0	0	7	2
t002912	rj	rj	8	9	20	15
t002913	rj	rj	8	4	18	1
t002914	rj	rj	13	4	9	0
t002915	rj	rj	11	3	12	4
t002916	rj	rj	8	4	12	4
t002917	rj	rj	7	7	15	10
t002918	rj	rj	6	11	2	2
t002919	rj	rj	3	9	3	2
t002920	rj	rj	15	21	6	2
t002921	rj	rj	16	19	12	1
t002922	rj	rj	11	17	3	2
t002923	rj	rj	14	15	5	5
t002924	rj	rj	16	14	4	5
t002925	rj	rj	7	6	6	1
t002926	rj	rj	9	11	3	5
t002927	rj	rj	14	15	1	8
t002928	rj	rj	32	6	10	2
t002929	rj	rj	6	6	26	1
t002930	rj	rj	13	11	13	2
t002931	rj	rj	10	0	16	0
t002932	rj	rj	8	9	14	1
t002933	rj	rj	9	5	8	2
t002934	rj	rj	3	11	18	3
t002935	rj	rj	15	3	17	0
t002936	rj	rj	16	2	17	1
t002937	rj	rj	8	2	15	1
t002938	rj	rj	7	1	22	0
t002939	rj	rj	9	1	14	3
t002940	rj	rj	5	0	26	5
t002941	rj	rj	11	2	14	1
t002942	rj	rj	11	10	16	1
t002943	rj	rj	9	12	11	1
t002944	rj	rj	8	3	13	-2
t002945	rj	rj	10	8	17	0
t002946	rn	rn	14	9	2	3
t002947	rn	rn	13	4	7	1
t002948	rn	rn	29	11	7	4
t002949	rn	rn	14	5	3	4
t002950	rn	rn	23	1	5	3
t002951	rn	rn	8	5	2	3
t002952	rn	rn	21	17	7	10
t002953	rn	rn	3	12	2	8
t002954	rn	rn	9	19	2	2
t002955	rn	rn	26	20	6	3
t002956	rn	rn	17	16	6	6
t002957	rn	rn	20	16	8	12
t002958	rn	rn	34	3	4	2
t002959	rn	rn	21	7	6	1
t002960	rn	rn	6	4	9	0
t002961	rn	rn	11	0	1	0
t002962	rn	rn	49	0	12	2
t002963	rn	rn	16	-3	1	0
t002964	rn	rn	6	6	3	0
t002965	rn	rn	24	7	5	1
t002966	rn	rn	19	-1	4	2
t002967	rn	rn	11	1	6	4
t002968	rn	rn	16	4	10	-1
t002969	rn	rn	10	1	10	-1
t002970	rn	rn	17	2	10	-1
t002971	rn	rn	5	1	5	-3
t002972	rn	rn	10	0	4	1
t002973	rn	rn	34	3	8	3
t002974	rn	rn	11	1	6	2
t002975	rn	rn	13	1	4	1
t002976	rn	rn	13	1	2	3
t002977	rn	rn	9	2	4	1
t002978	rn	rn	8	2	3	0
t002979	rn	rn	18	0	8	3
t002980	rn	rn	4	1	1	1
t002981	rn	rn	6	1	2	0
t002982	rn	rn	30	2	4	6
t002983	rn	rn	12	0	0	1
t002984	rn	rn	11	0	0	1
t002985	rn	rn	34	2	6	-1
t002986	rn	rn	11	0	3	0
t002987	rn	rn	60	1	7	1
t002988	rn	rn	24	4	5	11
t002989	rn	rn	8	0	1	0
t002990	rn	rn	16	0	2	0
t002991	rn	rn	17	2	1	4
t002992	rn	rn	11	0	1	1
t002993	rn	rn	23	0	2	6
t002994	rn	rn	34	5	4	5
t002995	rn	rn	11	1	0	0
t002996	rn	rn	27	3	5	11
t002997	rn	rn	9	0	1	3
t002998	rn	rn	47	3	9	15
t002999	rn	rn	7	0	1	1
t003000	rn	rn	6	0	4	-1
t003001	rn	rn	8	-1	6	1
t003002	rn	rn	5	7	1	4
t003003	rn	rn	36	10	5	5
t003004	rn	rn	4	2	1	4
t003005	rn	rn	1	-1	4	3
t003006	rn	rn	6	2	1	2
t003007	rn	rn	21	27	5	3
t003008	rn	rn	6	10	0	5
t003009	rn	rn	28	14	4	3
t003010	rn	rn	11	2	1	4
t003011	rn	rn	16	10	3	12
t003012	rn	rn	30	21	5	7
t003013	rn	rn	40	14	8	2
t003014	rn	rn	27	12	1	1
t003015	rn	rn	25	10	3	1
t003016	rn	rn	14	5	1	2
t003017	rn	rn	37	30	4	6
t003018	rn	rn	22	28	4	3
t003019	rn	rn	5	6	2	8
t003020	rn	rn	9	10	0	5
t003021	rn	rn	9	10	3	10
t003022	rn	rn	12	21	4	10
t003023	rn	rn	27	10	10	16
t003024	rn	rn	11	5	2	2
t003025	rn	rn	32	15	6	6
t003026	rn	rn	6	9	1	2
t003027	rn	rn	18	-1	-1	3
t003028	rn	rn	40	17	5	6
t003029	rn	rn	11	0	0	1
t003030	rn	rn	32	1	2	4
t003031	rn	rn	45	7	9	0
t003032	rn	rn	27	2	2	5
t003033	rn	rn	24	-2	5	5
t003034	rn	rn	12	2	7	0
t003035	rn	rn	22	0	3	3
t003036	rn	rn	25	16	2	5
t003037	rn	rn	14	1	1	-2
t003038	rn	rn	27	3	0	8
t003039	rn	rn	73	12	4	14
t003040	rn	rn	34	2	2	-1
t003041	rn	rn	28	1	3	3
t003042	rn	rn	7	2	0	1
t003043	rn	rn	24	2	2	-4
t003044	rn	rn	10	0	2	-1
t003045	rn	rn	16	2	1	2
t003046	rn	rn	29	1	1	-1
t003047	rn	rn	22	3	2	1
t003048	rn	rn	35	3	7	10
t003049	rn	rn	40	4	3	3
t003050	rn	rn	8	17	3	1
t003051	rn	rn	20	10	3	3
t003052	rn	rn	5	4	0	0
t003053	rn	rn	22	12	5	1
t003054	rn	rn	10	16	5	4
t003055	rn	rn	17	13	14	5
t003056	rn	rn	16	16	16	6
t003057	rn	rn	14	16	17	-1
t003058	rn	rn	12	16	7	2
t003059	rn	rn	21	4	19	6
t003060	rn	rn	13	3	20	2
t003061	rn	rn	7	1	14	0
t003062	rn	rn	13	1	14	1
t003063	rn	rn	10	-1	4	2
t003064	rn	rn	18	3	27	2
t003065	rn	rn	9	1	19	1
t003066	rn	rn	8	0	11	0
t003067	rn	rn	18	9	8	4
t003068	rn	rn	4	6	10	9
t003069	rn	rn	6	6	7	4
t003070	rn	rn	17	14	12	2
t003071	rn	rn	11	3	9	1
t003072	rn	rn	17	3	11	1
t003073	rn	rn	4	3	14	1
t003074	rn	rn	2	2	8	1
t003075	rn	rn	6	1	16	1
t003076	rn	rn	3	1	13	1
t003077	rn	rn	3	0	19	0
t003078	rn	rn	4	0	10	1
t003079	rn	rn	9	0	19	0
t003080	rn	rn	9	0	21	1
t003081	rn	rn	29	8	30	1
t003082	rn	rn	7	4	20	1
t003083	rn	rn	0	1	17	0
t003084	rn	rn	5	1	27	1
t003085	rn	rn	-2	-1	28	0
t003086	rn	rn	3	4	7	-1
t003087	rn	rn	11	4	11	-1
t003088	rn	rn	10	0	14	-1
t003089	rn	rn	8	4	18	-1
t003090	rn	rn	7	2	6	0
t003091	rn	rn	5	2	16	0
t003092	rn	rn	1	2	9	-1
t003093	rn	rn	4	20	10	3
t003094	rn	rn	16	22	11	3
t003095	ro	ro	9	9	1	1
t003096	ro	ro	18	19	4	3
t003097	ro	ro	16	13	1	2
t003098	ro	ro	8	12	2	6
t003099	ro	ro	11	9	6	3
t003100	ro	ro	10	9	4	1
t003101	ro	ro	13	7	1	3
t003102	ro	ro	21	6	3	1
t003103	ro	ro	22	1	5	1
t003104	ro	ro	15	2	5	0
t003105	ro	ro	8	4	6	2
t003106	ro	ro	25	4	3	1
t003107	ro	ro	19	5	4	0
t003108	ro	ro	34	4	5	1
t003109	ro	ro	16	2	2	-2
t003110	ro	ro	10	14	6	5
t003111	ro	ro	17	4	7	0
t003112	ro	ro	12	8	5	0
t003113	ro	ro	28	3	2	1
t003114	ro	ro	17	5	5	4
t003115	ro	ro	24	5	5	-4
t003116	ro	ro	12	1	2	0
t003117	ro	ro	11	9	3	1
t003118	ro	ro	6	2	2	3
t003119	ro	ro	16	5	4	0
t003120	ro	ro	18	16	2	2
t003121	ro	ro	8	6	3	0
t003122	ro	ro	13	5	3	-1
t003123	ro	ro	12	10	7	1
t003124	ro	ro	13	12	3	9
t003125	ro	ro	11	26	18	9
t003126	ro	ro	15	7	1	8
t003127	ro	ro	4	20	5	1
t003128	ro	ro	3	11	5	1
t003129	ro	ro	18	21	1	11
t003130	ro	ro	17	10	3	3
t003131	ro	ro	18	17	5	2
t003132	ro	ro	17	2	2	5
t003133	ro	ro	7	8	2	1
t003134	ro	ro	11	6	3	1
t003135	ro	ro	25	10	11	1
t003136	ro	ro	6	5	4	1
t003137	ro	ro	11	11	4	4
t003138	ro	ro	10	8	4	2
t003139	ro	ro	17	6	3	2
t003140	ro	ro	23	14	5	0
t003141	ro	ro	4	1	1	2
t003142	ro	ro	12	2	0	3
t003143	ro	ro	10	5	3	0
t003144	ro	ro	13	0	0	1
t003145	ro	ro	59	3	12	11
t003146	ro	ro	21	-5	6	1
t003147	ro	ro	34	-7	6	2
t003148	ro	ro	26	-5	3	0
t003149	ro	ro	17	-3	2	-1
t003150	ro	ro	24	-1	6	2
